country,product_category,brand,year_of_manufacture,product_age,repair_status,year_repaired
gbr,laptop,hp laptop,,,end of life,2021
gbr,battery/charger/adapter,halfords,,,fixed,2021
gbr,portable radio,pure,,,fixed,2021
gbr,games console,playstation,,,repairable,2021
gbr,toaster,kitchen aid,,,repairable,2021
gbr,misc,unknown,,,fixed,2021
gbr,mobile,huawei,,,fixed,2021
gbr,desktop computer,windows 5,,,repairable,2021
gbr,laptop,lenovo,,,repairable,2021
gbr,kettle,russell hobbds,,,fixed,2021
gbr,laptop,lenovo,,,unknown,2021
gbr,iron,xx,,,end of life,2021
gbr,toaster,unknown,,,repairable,2021
gbr,small kitchen item,unknown,,,unknown,2021
gbr,sewing machine,janome,,,unknown,2021
gbr,vacuum,shark,,,unknown,2021
gbr,lamp,unknown,,,repairable,2021
gbr,food processor,andrew james,,,fixed,2021
gbr,small home electrical,crosley,,,fixed,2021
gbr,hair & beauty item,scherna,,,fixed,2021
gbr,laptop,hp,,,fixed,2021
gbr,power tool,bosch,,,fixed,2021
gbr,small home electrical,not known,,,end of life,2021
gbr,lamp,tiffany model.,,,fixed,2021
gbr,toaster,russell hobbs,,,end of life,2021
gbr,dslr/video camera,8mm film projector,,,repairable,2021
gbr,kettle,boden,,,repairable,2021
gbr,power tool,black & decker,,,end of life,2021
gbr,lamp,lamp,,,fixed,2021
gbr,small home electrical,moulinix,,,fixed,2021
gbr,vacuum,vax,,,fixed,2021
gbr,dslr/video camera,nikon,,,fixed,2021
gbr,kettle,smeg,,,fixed,2021
gbr,sewing machine,singer,,,fixed,2021
gbr,power tool,unknown,,,fixed,2021
gbr,power tool,unknown,,,unknown,2021
gbr,portable radio,unknown,,,fixed,2021
gbr,headphones,philips,,,fixed,2021
gbr,small kitchen item,breville,,,repairable,2021
gbr,battery/charger/adapter,gazzco,,,fixed,2021
gbr,laptop,hp,,,fixed,2021
gbr,lamp,generic,,,repairable,2021
gbr,hi-fi integrated,sony,,,unknown,2021
gbr,decorative or safety lights,outwell,,,repairable,2021
gbr,lamp,unknown,,,fixed,2021
gbr,lamp,unknown,,,fixed,2021
gbr,handheld entertainment device,xbox,,,repairable,2021
gbr,lamp,unsure,,,fixed,2021
gbr,vacuum,titan,,,fixed,2021
gbr,lamp,bhs,,,fixed,2021
gbr,laptop,dell,,,repairable,2021
gbr,lamp,unknown,,,fixed,2021
gbr,hair dryer,na,,,fixed,2021
gbr,vacuum,hoover,,,repairable,2021
gbr,lamp,unknown,,,fixed,2021
gbr,small home electrical,fellowes,,,fixed,2021
gbr,toaster,russell hobbs,,,fixed,2021
gbr,sewing machine,singer,,,fixed,2021
gbr,vacuum,panasonic,,,fixed,2021
gbr,vacuum,vax,,,fixed,2021
gbr,iron,philips,,,end of life,2021
gbr,power tool,black and decker,,,fixed,2021
gbr,hi-fi separates,logitech,,,fixed,2021
gbr,toaster,kenwood,,,repairable,2021
gbr,power tool,bosch,,,fixed,2021
gbr,power tool,epon,,,fixed,2021
gbr,power tool,extention cable,,,repairable,2021
gbr,power tool,black and decker mouse sander,,,fixed,2021
gbr,power tool,flymo mower,,,fixed,2021
gbr,power tool,bosch garden shredder,,,fixed,2021
gbr,power tool,bosch art 26 combitrim grass strimmer,,,fixed,2021
gbr,power tool,black and decker,,,end of life,2021
gbr,power tool,bosch,,,fixed,2021
gbr,power tool,black and decker,,,fixed,2021
gbr,printer/scanner,ryobi hedge trimmer,,,fixed,2021
gbr,power tool,black and decker hedge cutter,,,fixed,2021
gbr,power tool,black and decker shredder,,,fixed,2021
gbr,kettle,morphy richards,,,end of life,2021
gbr,iron,moulinex,,,repairable,2021
gbr,vacuum,karcher,,,end of life,2021
gbr,watch/clock,searchlight,,,end of life,2021
gbr,small kitchen item,russell hobbs,,,end of life,2021
gbr,sewing machine,singer,,,fixed,2021
gbr,sewing machine,elma,,,repairable,2021
gbr,laptop,samsung,,,fixed,2021
gbr,power tool,silverline,,,fixed,2021
gbr,kettle,russell hobbs,,,fixed,2021
gbr,tablet,alba,,,fixed,2021
gbr,laptop,acer,,,repairable,2021
gbr,coffee maker,knupp,,,end of life,2021
gbr,hair & beauty item,ghd,,,repairable,2021
gbr,laptop,laptop,,,fixed,2021
gbr,games console,sony playstation,,,unknown,2021
gbr,lamp,lamp,,,fixed,2021
gbr,vacuum,dyson,,,fixed,2021
gbr,small home electrical,cordless,,,unknown,2021
gbr,lamp,lamp,,,fixed,2021
gbr,portable radio,radio acoustic solutions,,,end of life,2021
gbr,laptop,sony,,,fixed,2021
gbr,hi-fi integrated,hitachi,,,unknown,2021
gbr,food processor,majimix,,,fixed,2021
gbr,portable radio,phillips,,,fixed,2021
gbr,sewing machine,brother,,,fixed,2021
gbr,lamp,n/k,,,fixed,2021
gbr,power tool,bosch,,,unknown,2021
gbr,misc,unknown,,,end of life,2021
gbr,headphones,unknown,,,fixed,2021
gbr,power tool,unknown,,,end of life,2021
gbr,food processor,unknown,,,fixed,2021
gbr,handheld entertainment device,unknown,,,repairable,2021
gbr,toy,unknown,,,fixed,2021
gbr,vacuum,goodmans,,,fixed,2021
gbr,food processor,kenwood,,,fixed,2021
gbr,vacuum,dyson,,,unknown,2021
gbr,mobile,unknown,,,repairable,2021
gbr,toaster,unknown,,,repairable,2021
gbr,power tool,electrical saw,,,fixed,2021
gbr,sewing machine,unknown,,,repairable,2021
gbr,tv and gaming-related accessories,jvc,,,fixed,2021
gbr,hi-fi integrated,unknown,,,fixed,2021
gbr,lamp,unknown,,,fixed,2021
gbr,toaster,russel hobbs,,,end of life,2021
gbr,small home electrical,russell hobbs,,,end of life,2021
gbr,tv and gaming-related accessories,garmin,,,repairable,2021
gbr,hi-fi separates,sony,,,unknown,2021
gbr,sewing machine,toyota,,,unknown,2021
gbr,small home electrical,gadget shop,,,repairable,2021
gbr,mobile,stk,,,repairable,2021
gbr,decorative or safety lights,christmas tree,,,fixed,2021
gbr,kettle,wilco,,,fixed,2021
gbr,battery/charger/adapter,challenger,,,repairable,2021
gbr,portable radio,roberts,,,end of life,2021
gbr,vacuum,gtech,,,repairable,2021
gbr,flat screen,garmin,,,fixed,2021
gbr,small home electrical,bush,,,unknown,2021
gbr,hi-fi separates,tc helicon,,,repairable,2021
gbr,iron,morphy richards,,,end of life,2021
gbr,aircon/dehumidifier,airplus,,,fixed,2021
gbr,food processor,asda,,,end of life,2021
gbr,misc,german generic torch,,,repairable,2021
gbr,battery/charger/adapter,netbit,,,end of life,2021
gbr,portable radio,radio,,,end of life,2021
gbr,coffee maker,coffee maker,,,end of life,2021
gbr,lamp,lamp,,,repairable,2021
gbr,hair & beauty item,hair straightners,,,end of life,2021
gbr,flat screen,tv,,,repairable,2021
gbr,vacuum,hoover,,,unknown,2021
gbr,iron,philips,,,unknown,2021
gbr,vacuum,dyson,,,unknown,2021
gbr,hair & beauty item,remington,,,fixed,2021
gbr,small home electrical,flymo,,,fixed,2021
gbr,vacuum,steam cleaner,,,repairable,2021
gbr,portable radio,cd player,,,repairable,2021
gbr,lamp,lamp,,,end of life,2021
gbr,portable radio,pure,,,unknown,2021
gbr,laptop,asus,,,repairable,2021
gbr,food processor,kenwood,,,repairable,2021
gbr,printer/scanner,ho smart,,,end of life,2021
gbr,iron,tefal,,,fixed,2021
gbr,hi-fi integrated,sony,,,fixed,2021
gbr,kettle,unknown,,,end of life,2021
gbr,vacuum,n/a,,,repairable,2021
gbr,sewing machine,unknown,,,fixed,2021
gbr,food processor,unknown,,,fixed,2021
gbr,vacuum,dyson,,,unknown,2021
gbr,tablet,kindle,,,fixed,2021
gbr,hi-fi integrated,pure,,,fixed,2021
gbr,small home electrical,bosch,,,fixed,2021
gbr,small home electrical,morphy richards,,,fixed,2021
gbr,food processor,kenwood,,,fixed,2021
gbr,power tool,tower,,,fixed,2021
gbr,small kitchen item,elpine,,,end of life,2021
gbr,portable radio,roberts,,,fixed,2021
gbr,toy,unknown,,,fixed,2021
gbr,printer/scanner,unknown,,,repairable,2021
gbr,pc accessory,unknown,,,repairable,2021
gbr,fan,unknown,,,end of life,2021
gbr,headphones,unknown,,,repairable,2021
gbr,food processor,kenwood,,,repairable,2021
gbr,toaster,daulit,,,fixed,2021
gbr,misc,tefal,,,end of life,2021
gbr,toy,gadget shop,,,fixed,2021
gbr,lamp,ikea,,,fixed,2021
gbr,kettle,unknown,,,repairable,2021
gbr,mobile,samsung,,,unknown,2021
gbr,power tool,bosch ahr,,,unknown,2021
gbr,laptop,hewlett packard,,,fixed,2021
gbr,misc,thomas & anca club supplies,,,fixed,2021
gbr,toaster,kitchen aid,,,unknown,2021
gbr,lamp,don't know,,,repairable,2021
gbr,pc accessory,hp,,,repairable,2021
gbr,pc accessory,apple,,,fixed,2021
gbr,portable radio,matsui,,,fixed,2021
gbr,headphones,sennheiser,,,fixed,2021
gbr,laptop,sony,,,fixed,2021
gbr,power tool,titan,,,fixed,2021
gbr,paper shredder,pc,,,fixed,2021
gbr,power tool,black and decker,,,fixed,2021
gbr,power tool,panasonic,,,end of life,2021
gbr,power tool,flymo,,,fixed,2021
gbr,iron,brdn,,,end of life,2021
gbr,handheld entertainment device,denon,,,end of life,2021
gbr,laptop,lenovo,,,fixed,2021
gbr,decorative or safety lights,czjutai,,,fixed,2021
gbr,paper shredder,generic,,,fixed,2021
gbr,printer/scanner,hp,,,fixed,2021
gbr,portable radio,sony,,,unknown,2021
gbr,watch/clock,clock,,,fixed,2021
gbr,portable radio,pure,,,unknown,2021
gbr,coffee maker,phillips senseo,,,fixed,2021
gbr,laptop,acer,,,fixed,2021
gbr,toaster,kenwood,,,unknown,2021
gbr,toaster,morphy richards,,,repairable,2021
gbr,food processor,kenwood,,,end of life,2021
gbr,coffee maker,unknown,,,end of life,2021
gbr,small kitchen item,lidl,,,end of life,2021
gbr,vacuum,beldray,,,fixed,2021
gbr,coffee maker,delonghi,,,end of life,2021
gbr,power tool,erbauer,,,fixed,2021
gbr,mobile,samsung,,,fixed,2021
gbr,paper shredder,unknown,,,fixed,2021
gbr,toaster,russell hobbs,,,end of life,2021
gbr,vacuum,daewoo,,,fixed,2021
gbr,lamp,unknown,,,fixed,2021
gbr,sewing machine,unknown,,,repairable,2021
gbr,lamp,unknown,,,fixed,2021
gbr,lamp,unknown,,,fixed,2021
gbr,pc accessory,seagate,,,repairable,2021
gbr,sewing machine,hobbycraft,,,fixed,2021
gbr,vacuum,hoover,,,fixed,2021
gbr,projector,leitz,,,end of life,2021
gbr,lamp,unknown,,,repairable,2021
gbr,toy,gadget shop,,,repairable,2021
gbr,paper shredder,ryman,,,unknown,2021
gbr,hair & beauty item,ghd,,,fixed,2021
gbr,kettle,smeg,,,repairable,2021
gbr,coffee maker,unknown,,,end of life,2021
gbr,aircon/dehumidifier,vax,,,repairable,2021
gbr,power tool,erbauer,,,fixed,2021
gbr,food processor,power airfryer,,,fixed,2021
gbr,misc,gadget shop,,,repairable,2021
gbr,power tool,dusty,,,fixed,2021
gbr,lamp,unknown,,,fixed,2021
gbr,lamp,unknown,,,repairable,2021
gbr,vacuum,devil,,,unknown,2021
gbr,power tool,greenline,,,unknown,2021
gbr,vacuum,henry hoover,,,end of life,2021
gbr,power tool,plasplug,,,end of life,2021
gbr,kettle,russel hobbs,,,end of life,2021
gbr,sewing machine,singer,,,repairable,2021
gbr,sewing machine,singer,,,repairable,2021
gbr,lamp,not known,,,fixed,2021
gbr,vacuum,morphy richards,,,end of life,2021
gbr,misc,christmas,,,repairable,2021
gbr,iron,morphy richards,,,fixed,2021
gbr,paper shredder,rexel,,,unknown,2021
gbr,watch/clock,unknown,,,repairable,2021
gbr,lamp,ikea,,,fixed,2021
gbr,flat screen,samsung,,,unknown,2021
gbr,portable radio,sandstrom,,,unknown,2021
gbr,food processor,bosch,,,fixed,2021
gbr,large home electrical,delonghi,,,end of life,2021
gbr,kettle,cookworks,,,fixed,2021
gbr,hi-fi separates,?,,,end of life,2021
gbr,lamp,lamp,,,end of life,2021
gbr,kettle,?,,,fixed,2021
gbr,small home electrical,team,,,end of life,2021
gbr,vacuum,shark,,,fixed,2021
gbr,portable radio,phillips,,,fixed,2021
gbr,lamp,?,,,end of life,2021
gbr,lamp,lamp,,,fixed,2021
gbr,vacuum,dyson,,,repairable,2021
gbr,power tool,dyson,,,repairable,2021
gbr,large home electrical,wahing machine,,,unknown,2021
gbr,food processor,merrik,,,fixed,2021
gbr,vacuum,platell,,,unknown,2021
gbr,sewing machine,elna,,,fixed,2021
gbr,hair & beauty item,ghd,,,repairable,2021
gbr,large home electrical,flymo hover,,,end of life,2021
gbr,vacuum,vax,,,unknown,2021
gbr,small home electrical,john lewis,,,end of life,2021
gbr,vacuum,dyson,,,fixed,2021
gbr,food processor,john lewis,,,fixed,2021
gbr,portable radio,bauhn,,,unknown,2021
gbr,vacuum,vax,,,end of life,2021
gbr,fan,bionaire,,,end of life,2021
gbr,misc,none,,,fixed,2021
gbr,toy,hatchimal,,,fixed,2021
gbr,large home electrical,bigphattoys,,,fixed,2021
gbr,toy,hatchimal,,,unknown,2021
gbr,decorative or safety lights,?,,,fixed,2021
gbr,iron,tricity,,,unknown,2021
gbr,toaster,kenwood,,,end of life,2021
gbr,misc,sainsbury’s  stand mixer,,,end of life,2021
gbr,battery/charger/adapter,xxx,,,end of life,2021
gbr,toaster,delongi,,,end of life,2021
gbr,misc,silvercrest,,,unknown,2021
gbr,portable radio,pure,,,repairable,2021
gbr,flat screen,technical black 40 inch,,,fixed,2021
gbr,lamp,lamp,,,fixed,2021
gbr,lamp,?,,,end of life,2021
gbr,laptop,dell,,,fixed,2021
gbr,food processor,andrew james,,,repairable,2021
gbr,toaster,magimix,,,end of life,2021
gbr,vacuum,vax,,,fixed,2021
gbr,toaster,phil smith,,,end of life,2021
gbr,lamp,unknown,,,unknown,2021
gbr,misc,black & decker,,,unknown,2021
gbr,flat screen,technically 40 inch,,,repairable,2021
gbr,misc,spear & jackson,,,fixed,2021
gbr,vacuum,dyson,,,repairable,2021
gbr,coffee maker,test,,,fixed,2021
arg,games console,nintendo,,,fixed,2016
arg,games console,sega,,,fixed,2016
arg,watch/clock,unknown,,,end of life,2016
arg,watch/clock,unknown,,,end of life,2016
arg,watch/clock,unknown,,,fixed,2016
arg,sewing machine,unknown,,,end of life,2017
arg,sewing machine,unknown,,,fixed,2017
arg,iron,unknown,,,end of life,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,end of life,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2017
arg,iron,unknown,,,fixed,2017
arg,iron,unknown,,,fixed,2017
arg,iron,unknown,,,end of life,2017
arg,iron,unknown,,,fixed,2017
arg,iron,unknown,,,fixed,2017
arg,iron,unknown,,,fixed,2017
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,iron,unknown,,,fixed,2016
arg,coffee maker,unknown,,,end of life,2017
arg,coffee maker,unknown,,,end of life,2017
arg,coffee maker,unknown,,,fixed,2017
arg,coffee maker,unknown,,,repairable,2017
arg,coffee maker,unknown,,,fixed,2016
arg,coffee maker,unknown,,,fixed,2016
arg,coffee maker,unknown,,,fixed,2016
arg,coffee maker,unknown,,,fixed,2016
arg,flat screen,unknown,,,fixed,2016
bel,games console,sony,2015.0,4.0,end of life,2019
bel,games console,sony,2006.0,15.0,fixed,2021
bel,games console,unknown,,,repairable,2020
bel,games console,microsoft,,,fixed,2021
bel,games console,ps,2015.0,7.0,fixed,2022
bel,games console,nintendo,2007.0,15.0,fixed,2022
bel,games console,unknown,,,repairable,2020
bel,games console,unknown,,,end of life,2020
bel,games console,microsoft,,,fixed,2022
bel,games console,vtech,2019.0,3.0,fixed,2022
bel,games console,unknown,,,fixed,2021
bel,games console,nintendo,2017.0,5.0,fixed,2022
bel,games console,playstation,,,end of life,2022
bel,games console,unknown,,,fixed,2022
bel,games console,xbox,2012.0,10.0,repairable,2022
bel,games console,nintendo,,,fixed,2022
bel,games console,nintendo,2016.0,6.0,repairable,2022
bel,games console,ps3,,,fixed,2022
bel,games console,sony,2019.0,3.0,fixed,2022
bel,watch/clock,unknown,2011.0,10.0,repairable,2021
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,ice watch,,,fixed,2021
bel,watch/clock,unknown,2001.0,20.0,repairable,2021
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,unknown,2018.0,3.0,fixed,2021
bel,watch/clock,unknown,2016.0,5.0,fixed,2021
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,unknown,,,end of life,2021
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,reveil,2013.0,8.0,fixed,2021
bel,watch/clock,unknown,,,repairable,2021
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,remington,,,fixed,2021
bel,watch/clock,skoebidoe,,,fixed,2021
bel,watch/clock,unknown,,,end of life,2021
bel,watch/clock,unknown,,,repairable,2021
bel,watch/clock,unknown,,,end of life,2021
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,radio réveil,1997.0,25.0,end of life,2022
bel,watch/clock,unknown,,,end of life,2021
bel,watch/clock,unknown,,,end of life,2021
bel,watch/clock,unknown,,,fixed,2022
bel,watch/clock,autre,2021.0,0.5,repairable,2022
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,unknown,,,repairable,2022
bel,watch/clock,unknown,,,fixed,2021
bel,watch/clock,unknown,2016.0,6.0,end of life,2022
bel,watch/clock,philips,2010.0,12.0,fixed,2022
bel,watch/clock,ikea,,,end of life,2022
bel,watch/clock,segnale,2019.0,3.0,fixed,2022
bel,watch/clock,unknown,,,end of life,2022
bel,watch/clock,unknown,2017.0,5.0,fixed,2022
bel,watch/clock,unknown,2017.0,5.0,repairable,2022
bel,watch/clock,ice watch,2019.0,3.0,fixed,2022
bel,watch/clock,unknown,,,fixed,2022
bel,watch/clock,unknown,,,fixed,2022
bel,watch/clock,unknown,,,repairable,2022
bel,watch/clock,bosch,1972.0,50.0,end of life,2022
bel,watch/clock,uts,,,fixed,2022
bel,watch/clock,unknown,,,fixed,2022
bel,watch/clock,unknown,,,end of life,2022
bel,watch/clock,unknown,2011.0,11.0,fixed,2022
bel,watch/clock,new june,,,end of life,2022
bel,watch/clock,philips,2018.0,4.0,fixed,2022
bel,watch/clock,unknown,1972.0,50.0,repairable,2022
bel,watch/clock,brandt,2015.0,7.0,fixed,2022
bel,watch/clock,unknown,,,fixed,2022
bel,watch/clock,unknown,,,fixed,2022
bel,watch/clock,unknown,2015.0,7.0,fixed,2022
bel,sewing machine,singer,2009.0,10.0,fixed,2019
bel,sewing machine,machine à coudre toyota,2016.0,4.0,fixed,2020
bel,sewing machine,elna,,,fixed,2020
bel,sewing machine,toyota,,,fixed,2020
bel,sewing machine,singer,,,repairable,2021
bel,sewing machine,pfaff,,,fixed,2021
bel,sewing machine,toyota,,,repairable,2021
bel,sewing machine,elna,,,repairable,2021
bel,sewing machine,singer,,,fixed,2021
bel,sewing machine,silvercrest,2015.0,6.0,fixed,2021
bel,sewing machine,toyota,,,fixed,2021
bel,sewing machine,singer,,,fixed,2021
bel,sewing machine,singer,,,fixed,2021
bel,sewing machine,toyota,2015.0,6.0,fixed,2021
bel,sewing machine,bernina,2016.0,5.0,fixed,2021
bel,sewing machine,singer,,,fixed,2021
bel,sewing machine,brother,,,fixed,2021
bel,sewing machine,toyota,,,fixed,2021
bel,sewing machine,pfaff,,,fixed,2021
bel,sewing machine,singer,2001.0,20.0,repairable,2021
bel,sewing machine,brother,,,fixed,2021
bel,sewing machine,unknown,,,repairable,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,singer,2016.0,5.0,fixed,2021
bel,sewing machine,unknown,,,repairable,2021
bel,sewing machine,victoria,2016.0,5.0,fixed,2021
bel,sewing machine,medion,2017.0,4.0,fixed,2021
bel,sewing machine,machine à coudre,2006.0,15.0,repairable,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,2018.0,3.0,fixed,2021
bel,sewing machine,unknown,1981.0,40.0,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,singer,,,fixed,2021
bel,sewing machine,toyota,2011.0,10.0,fixed,2021
bel,sewing machine,singer,2009.0,12.0,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,pfaff,,,fixed,2021
bel,sewing machine,singer,,,end of life,2021
bel,sewing machine,singer,,,fixed,2021
bel,sewing machine,toyota,,,fixed,2021
bel,sewing machine,elna,,,fixed,2021
bel,sewing machine,brother,,,fixed,2021
bel,sewing machine,unknown,,,end of life,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,singer,,,end of life,2021
bel,sewing machine,singer,2017.0,4.0,fixed,2021
bel,sewing machine,unknown,2015.0,4.5,fixed,2020
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2020
bel,sewing machine,unknown,,,fixed,2020
bel,sewing machine,unknown,,,repairable,2020
bel,sewing machine,unknown,,,end of life,2021
bel,sewing machine,toyota,2017.0,5.0,fixed,2022
bel,sewing machine,toyota,2017.0,5.0,fixed,2022
bel,sewing machine,toyota,2017.0,5.0,fixed,2022
bel,sewing machine,toyota,2017.0,5.0,fixed,2022
bel,sewing machine,singer,2010.0,12.0,fixed,2022
bel,sewing machine,unknown,2018.0,4.0,fixed,2022
bel,sewing machine,unknown,,,fixed,2020
bel,sewing machine,unknown,,,fixed,2020
bel,sewing machine,unknown,,,fixed,2020
bel,sewing machine,unknown,,,fixed,2020
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,singer,1962.0,60.0,repairable,2022
bel,sewing machine,unknown,1982.0,40.0,repairable,2022
bel,sewing machine,unknown,2018.0,4.0,fixed,2022
bel,sewing machine,unknown,,,repairable,2022
bel,sewing machine,singer,2002.0,20.0,repairable,2022
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,elna,,,end of life,2021
bel,sewing machine,brother,2019.0,3.0,fixed,2022
bel,sewing machine,singer,1991.0,30.0,fixed,2021
bel,sewing machine,singer,1981.0,40.0,fixed,2021
bel,sewing machine,singer,1991.0,30.0,fixed,2021
bel,sewing machine,toyota,2012.0,10.0,repairable,2022
bel,sewing machine,unknown,2012.0,10.0,end of life,2022
bel,sewing machine,husqvarna,2002.0,20.0,repairable,2022
bel,sewing machine,singer,2002.0,20.0,fixed,2022
bel,sewing machine,toyota,2012.0,10.0,fixed,2022
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,end of life,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,fixed,2021
bel,sewing machine,unknown,,,end of life,2021
bel,sewing machine,husqvarna,,,fixed,2022
bel,sewing machine,bernina,1972.0,50.0,fixed,2022
bel,sewing machine,bernina,1972.0,50.0,fixed,2022
bel,sewing machine,singer,1952.0,70.0,fixed,2022
bel,sewing machine,singer,1992.0,30.0,fixed,2022
bel,sewing machine,victoria,2002.0,20.0,fixed,2022
bel,sewing machine,elna,1992.0,30.0,fixed,2022
bel,sewing machine,bernina,1967.0,55.0,fixed,2022
bel,sewing machine,bernina,1962.0,60.0,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,2017.0,5.0,fixed,2022
bel,sewing machine,unknown,2019.0,3.0,repairable,2022
bel,sewing machine,toyota,2014.0,8.0,fixed,2022
bel,sewing machine,lifetec,2012.0,10.0,fixed,2022
bel,sewing machine,pfaff,2012.0,10.0,fixed,2022
bel,sewing machine,toyota,2015.0,7.0,fixed,2022
bel,sewing machine,unknown,2014.0,8.0,fixed,2022
bel,sewing machine,toyota,,,end of life,2022
bel,sewing machine,singer,2012.0,10.0,fixed,2022
bel,sewing machine,singer,2007.0,15.0,fixed,2022
bel,sewing machine,luwenstien,2002.0,20.0,fixed,2022
bel,sewing machine,janome,2014.0,8.0,fixed,2022
bel,sewing machine,toyota,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,bernette,1998.0,24.0,fixed,2022
bel,sewing machine,unknown,2017.0,5.0,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,1997.0,24.5,fixed,2022
bel,sewing machine,anker,2012.0,10.0,repairable,2022
bel,sewing machine,unknown,1957.0,65.0,repairable,2022
bel,sewing machine,husqvarna,,,fixed,2022
bel,sewing machine,singer,1981.0,41.0,fixed,2022
bel,sewing machine,primavera,2019.0,3.0,end of life,2022
bel,sewing machine,zigzag deluxe krëfel,,,fixed,2022
bel,sewing machine,pfaff,,,fixed,2022
bel,sewing machine,medion,2019.0,3.0,fixed,2022
bel,sewing machine,brother,1984.0,38.0,fixed,2022
bel,sewing machine,pfaff,2007.0,15.0,fixed,2022
bel,sewing machine,unknown,2009.0,13.0,fixed,2022
bel,sewing machine,unknown,2018.0,4.0,fixed,2022
bel,sewing machine,singer,2014.0,8.0,fixed,2022
bel,sewing machine,toyota,2002.0,20.0,fixed,2022
bel,sewing machine,singer,1992.0,30.0,fixed,2022
bel,sewing machine,singer,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,brother,2018.0,4.0,fixed,2022
bel,sewing machine,singer,2020.0,2.0,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,sewing machine,unknown,,,fixed,2022
bel,iron,philips,2018.0,1.0,repairable,2019
bel,iron,philips,2017.0,3.0,end of life,2020
bel,iron,calor,2017.0,3.0,fixed,2020
bel,iron,calor,,,repairable,2020
bel,iron,unknown,2019.0,2.0,repairable,2021
bel,iron,unknown,2011.0,10.0,repairable,2021
bel,iron,calor,,,fixed,2021
bel,iron,aeg,,,repairable,2021
bel,iron,calor,,,repairable,2021
bel,iron,philips,,,fixed,2021
bel,iron,unknown,,,end of life,2021
bel,iron,calor,,,repairable,2021
bel,iron,philips,,,fixed,2021
bel,iron,calor,,,fixed,2021
bel,iron,aeg,,,fixed,2021
bel,iron,calor,,,fixed,2021
bel,iron,calor,,,repairable,2021
bel,iron,calor,,,fixed,2021
bel,iron,calor,2016.0,5.0,fixed,2021
bel,iron,calor,,,repairable,2021
bel,iron,calor,2005.0,16.0,end of life,2021
bel,iron,calor,2015.0,6.0,repairable,2021
bel,iron,calor,2019.0,2.0,fixed,2021
bel,iron,philips,2020.0,1.0,fixed,2021
bel,iron,unknown,,,fixed,2021
bel,iron,calor,2019.0,2.0,fixed,2021
bel,iron,quigg,2020.0,1.0,fixed,2021
bel,iron,philips,,,fixed,2021
bel,iron,rowenta,,,fixed,2021
bel,iron,rowenta,1991.0,30.0,fixed,2021
bel,iron,philips,2019.0,2.0,fixed,2021
bel,iron,calor,,,fixed,2021
bel,iron,unknown,2019.0,2.0,repairable,2021
bel,iron,calor,2015.0,6.0,repairable,2021
bel,iron,calor,,,repairable,2021
bel,iron,unknown,,,end of life,2021
bel,iron,unknown,,,end of life,2021
bel,iron,unknown,2015.0,6.0,fixed,2021
bel,iron,unknown,2015.0,6.0,end of life,2021
bel,iron,philips,2016.0,5.0,end of life,2021
bel,iron,calor,2016.0,5.0,fixed,2021
bel,iron,calor,2015.0,6.0,fixed,2021
bel,iron,calor,2011.0,10.0,fixed,2021
